Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Higher_Education,Date_of_Hire,Date_of_termination,Status_of_leaving,Mode_of_work,Leaves,Absenteeism,Work_accident,Source_of_Hire,Job_mode
29,No,Travel_Rarely,Research & Development,8,Female,1,2,Healthcare Representative,1,Married,9715,3,No,13,3,1,9,3,7,0,7,PHD,2014-05-11,,Work Environment,WFH,5,0,Yes,Walk-in,Part Time
32,No,Travel_Rarely,Research & Development,5,Female,2,2,Research Scientist,2,Married,5878,3,No,12,3,1,12,2,7,2,5,Post-Graduation,2014-06-22,,Work Environment,OFFICE,3,1,Yes,Job Portal,Part Time
39,No,Travel_Rarely,Sales,6,Male,4,3,Sales Executive,3,Married,8237,2,No,11,3,1,11,3,7,7,6,Graduation,2014-03-09,,Dept.Head,OFFICE,2,0,Yes,Recruiter,Part Time
39,No,Travel_Rarely,Research & Development,10,Male,3,2,Manufacturing Director,1,Married,5377,2,No,13,3,3,10,3,7,7,7,PHD,2014-02-14,,Better Opportunity,WFH,5,3,Yes,Job Portal,Part Time
27,No,Travel_Rarely,Research & Development,19,Male,2,1,Laboratory Technician,1,Divorced,4066,1,No,11,3,2,7,3,7,0,7,12th,2014-03-12,,Salary,OFFICE,3,2,No,Job Event,FullTime
25,No,Travel_Frequently,Research & Development,2,Male,4,2,Manufacturing Director,3,Divorced,5206,1,No,17,3,2,7,6,7,0,7,PHD,2014-06-05,,Better Opportunity,OFFICE,5,3,No,Job Portal,Part Time
26,No,Non-Travel,Research & Development,7,Male,3,1,Laboratory Technician,4,Single,2570,1,No,20,4,0,7,5,7,5,7,PHD,2014-02-11,,Salary,OFFICE,3,1,Yes,Job Event,Part Time
35,No,Travel_Rarely,Research & Development,27,Male,3,2,Manufacturing Director,3,Married,6883,2,No,16,3,1,17,3,7,0,7,Graduation,2014-06-28,,Salary,OFFICE,2,3,Yes,Recruiter,Contract
30,No,Travel_Rarely,Sales,15,Male,2,3,Sales Executive,1,Divorced,7140,2,No,11,3,1,12,2,7,1,7,Graduation,2014-05-14,,Work Accident,OFFICE,3,3,No,Job Portal,FullTime
30,No,Travel_Rarely,Research & Development,16,Male,4,2,Healthcare Representative,3,Married,5294,3,No,16,3,1,10,3,7,1,7,Graduation,2014-05-14,,Work Accident,OFFICE,4,1,Yes,Job Event,Part Time
32,No,Non-Travel,Research & Development,5,Male,3,1,Research Scientist,2,Single,2718,2,No,14,3,0,12,3,7,0,7,Post-Graduation,2014-01-28,,Work Environment,WFH,4,1,Yes,Recruiter,FullTime
35,No,Non-Travel,Research & Development,2,Male,3,2,Manufacturing Director,4,Divorced,5762,2,No,14,3,1,15,6,7,1,7,PHD,2014-02-22,,Dept.Head,WFH,3,1,Yes,Recruiter,Part Time
34,Yes,Travel_Frequently,Research & Development,9,Male,3,2,Laboratory Technician,1,Married,5346,4,No,17,3,1,11,3,7,0,7,12th,2014-06-02,,Work Accident,WFH,2,3,Yes,Job Event,Contract
30,No,Travel_Rarely,Research & Development,10,Female,3,3,Manufacturing Director,3,Single,9667,9,No,14,3,0,9,3,7,0,2,12th,2014-04-14,,Better Opportunity,WFH,3,3,Yes,Recruiter,Part Time
40,No,Travel_Rarely,Research & Development,12,Female,3,2,Healthcare Representative,1,Divorced,4448,2,No,12,3,1,15,3,7,7,7,12th,2014-04-06,,Work Environment,WFH,3,3,Yes,Walk-in,Contract
54,No,Travel_Rarely,Research & Development,7,Female,3,2,Research Scientist,4,Married,6854,4,No,15,3,1,14,2,7,1,7,Graduation,2014-02-18,,Salary,WFH,1,3,No,Job Portal,Part Time
43,No,Travel_Frequently,Sales,2,Male,3,2,Sales Executive,4,Married,5675,1,No,20,4,1,7,5,7,7,7,PHD,2014-04-15,,Work Environment,OFFICE,2,3,No,Job Portal,Contract
29,No,Travel_Rarely,Research & Development,29,Male,1,2,Healthcare Representative,3,Divorced,6384,8,No,17,3,2,11,3,7,1,6,Post-Graduation,2014-04-25,,Work Accident,WFH,0,1,Yes,Walk-in,Contract
27,No,Travel_Frequently,Research & Development,15,Female,2,1,Research Scientist,1,Married,4774,0,No,19,3,1,8,2,7,7,3,Post-Graduation,2014-03-19,,Dept.Head,WFH,2,1,Yes,Job Portal,Part Time
26,No,Travel_Frequently,Research & Development,6,Male,4,1,Laboratory Technician,4,Married,2544,0,No,18,3,1,8,3,7,7,7,Graduation,2014-02-19,,Salary,WFH,5,0,No,Job Event,FullTime
28,No,Travel_Frequently,Sales,1,Male,2,2,Sales Executive,4,Married,6834,1,Yes,12,3,1,7,2,7,0,7,Post-Graduation,2014-03-23,,Work Environment,WFH,2,0,No,Job Event,Part Time
26,No,Travel_Rarely,Research & Development,1,Male,3,1,Laboratory Technician,1,Single,2867,0,No,13,3,0,8,6,7,7,6,Graduation,2014-03-20,,Work Accident,OFFICE,1,0,No,Job Portal,FullTime
27,No,Travel_Rarely,Sales,9,Male,3,2,Sales Executive,4,Single,4105,1,No,14,3,0,7,5,7,0,7,12th,2014-01-31,,Dept.Head,OFFICE,4,1,No,Job Event,FullTime
39,No,Travel_Rarely,Research & Development,24,Male,3,2,Research Scientist,4,Single,4108,7,No,13,3,0,18,2,7,1,7,Graduation,2014-05-15,,Salary,OFFICE,2,0,Yes,Recruiter,Contract
39,No,Travel_Rarely,Research & Development,6,Male,2,3,Healthcare Representative,1,Married,9991,4,No,15,3,1,9,5,7,1,7,Post-Graduation,2014-02-22,,Work Accident,OFFICE,5,2,Yes,Job Portal,FullTime
33,No,Travel_Frequently,Research & Development,3,Female,3,1,Research Scientist,3,Married,2909,1,Yes,11,3,0,8,3,8,3,0,Graduation,2013-04-26,,Dept.Head,WFH,2,0,No,Walk-in,Contract
50,No,Travel_Frequently,Research & Development,1,Female,3,5,Research Director,2,Married,18172,3,Yes,19,3,0,28,1,8,0,7,Post-Graduation,2013-03-30,,Work Accident,WFH,5,3,Yes,Walk-in,FullTime
26,No,Travel_Rarely,Human Resources,25,Female,3,1,Human Resources,3,Married,2942,1,No,23,4,1,8,3,8,5,7,12th,2013-02-13,,Salary,OFFICE,0,2,No,Walk-in,Part Time
32,No,Travel_Frequently,Sales,9,Male,1,2,Sales Executive,4,Divorced,4668,0,No,17,3,3,9,2,8,0,7,12th,2013-03-27,,Work Environment,OFFICE,5,3,Yes,Job Event,FullTime
38,No,Travel_Rarely,Sales,1,Female,2,2,Sales Executive,4,Single,8686,4,No,22,4,0,12,2,8,0,7,12th,2013-01-22,,Better Opportunity,WFH,0,1,No,Job Event,Contract
36,No,Travel_Frequently,Research & Development,3,Male,3,1,Laboratory Technician,2,Single,2088,4,No,12,3,0,13,3,8,7,2,Graduation,2013-04-18,,Dept.Head,WFH,5,1,Yes,Job Event,FullTime
33,No,Travel_Rarely,Research & Development,14,Female,3,1,Research Scientist,2,Married,2756,1,No,13,3,1,8,5,8,1,6,PHD,2013-01-23,,Work Environment,OFFICE,4,1,No,Recruiter,Contract
37,No,Travel_Rarely,Research & Development,21,Male,4,1,Research Scientist,1,Married,3564,1,Yes,12,3,1,8,3,8,1,7,PHD,2013-05-11,,Dept.Head,OFFICE,3,0,Yes,Walk-in,FullTime
36,No,Travel_Frequently,Research & Development,18,Female,3,1,Laboratory Technician,4,Single,2153,1,No,13,3,0,8,2,8,1,7,Post-Graduation,2013-06-24,,Work Environment,OFFICE,4,3,Yes,Recruiter,Part Time
38,No,Non-Travel,Sales,2,Male,2,2,Sales Executive,4,Married,5249,3,No,18,3,1,13,0,8,7,5,PHD,2013-01-26,,Salary,WFH,1,0,Yes,Walk-in,Part Time
38,No,Travel_Rarely,Sales,7,Female,4,2,Sales Executive,1,Divorced,5605,1,Yes,24,4,1,8,3,8,7,7,12th,2013-01-09,,Dept.Head,WFH,5,3,No,Walk-in,Contract
36,No,Travel_Rarely,Research & Development,3,Male,3,2,Research Scientist,2,Single,4485,4,No,12,3,0,10,2,8,7,7,12th,2013-02-17,,Dept.Head,WFH,5,2,No,Recruiter,FullTime
26,Yes,Travel_Rarely,Sales,4,Male,2,2,Sales Executive,4,Single,5828,1,Yes,12,3,0,8,0,8,7,4,12th,2013-03-28,,Work Accident,WFH,3,3,Yes,Recruiter,Part Time
28,No,Travel_Rarely,Research & Development,16,Male,4,2,Healthcare Representative,1,Single,5661,0,No,19,3,0,9,2,8,0,7,12th,2013-06-25,,Better Opportunity,OFFICE,2,2,No,Job Event,Part Time
31,No,Travel_Rarely,Sales,7,Male,4,2,Sales Executive,4,Married,6929,4,No,11,3,1,10,3,8,7,7,Post-Graduation,2013-04-08,,Work Accident,WFH,2,2,Yes,Walk-in,FullTime
43,No,Travel_Frequently,Research & Development,10,Female,3,1,Laboratory Technician,4,Single,2455,0,No,19,3,0,9,5,8,1,7,12th,2013-06-28,,Better Opportunity,WFH,0,1,No,Job Event,Part Time
52,Yes,Travel_Rarely,Research & Development,8,Male,2,2,Research Scientist,2,Married,4941,2,No,15,3,0,11,3,8,7,7,12th,2013-04-25,,Dept.Head,OFFICE,5,2,No,Job Event,Contract
27,No,Travel_Rarely,Sales,8,Female,3,2,Sales Executive,2,Married,6214,1,No,18,3,1,8,3,8,0,7,PHD,2013-04-04,,Work Environment,OFFICE,5,2,Yes,Walk-in,Part Time
32,No,Travel_Rarely,Research & Development,2,Female,3,1,Laboratory Technician,2,Married,2370,1,No,13,3,1,8,4,8,0,7,PHD,2013-03-25,,Work Environment,OFFICE,3,1,Yes,Job Portal,Part Time
26,No,Travel_Rarely,Sales,1,Male,3,2,Sales Executive,3,Married,5296,1,No,17,3,1,8,3,8,7,7,PHD,2013-05-13,,Dept.Head,WFH,0,2,Yes,Walk-in,Contract
41,Yes,Travel_Frequently,Sales,4,Male,3,2,Sales Executive,2,Single,9355,1,No,18,3,0,8,5,8,7,7,PHD,2013-03-26,,Work Accident,WFH,1,1,Yes,Job Event,Part Time
35,No,Travel_Rarely,Research & Development,16,Male,3,3,Healthcare Representative,3,Married,7632,4,Yes,12,3,0,10,2,8,0,0,Graduation,2013-03-13,,Salary,WFH,2,1,Yes,Walk-in,Part Time
39,No,Travel_Frequently,Research & Development,8,Female,3,1,Laboratory Technician,3,Married,3755,1,No,11,3,1,8,3,8,0,7,Post-Graduation,2013-04-25,,Better Opportunity,OFFICE,1,3,Yes,Walk-in,FullTime
45,No,Travel_Rarely,Sales,2,Male,3,2,Sales Executive,2,Married,4805,0,No,19,3,1,9,3,8,3,7,Post-Graduation,2013-01-20,,Work Environment,WFH,5,3,Yes,Job Event,FullTime
41,No,Non-Travel,Research & Development,2,Female,2,2,Healthcare Representative,3,Single,6811,2,Yes,17,3,0,10,3,8,0,7,Graduation,2013-02-13,,Work Environment,OFFICE,3,0,No,Job Event,FullTime
43,No,Travel_Frequently,Research & Development,9,Male,3,2,Laboratory Technician,3,Divorced,5679,3,Yes,13,3,1,10,3,8,4,7,PHD,2013-02-24,,Salary,WFH,4,2,No,Job Portal,Part Time
34,No,Travel_Rarely,Sales,14,Female,3,1,Sales Representative,3,Divorced,2579,1,Yes,18,3,2,8,3,8,0,6,PHD,2013-01-24,,Better Opportunity,WFH,3,0,Yes,Walk-in,Part Time
34,No,Travel_Rarely,Research & Development,9,Female,2,3,Healthcare Representative,2,Single,8621,1,No,14,3,0,9,3,8,7,7,Graduation,2013-05-02,,Work Environment,WFH,0,2,Yes,Recruiter,Contract
36,No,Non-Travel,Research & Development,8,Female,4,3,Research Director,1,Married,11713,9,No,14,3,1,10,2,8,0,5,Graduation,2013-03-17,,Dept.Head,OFFICE,1,0,Yes,Recruiter,Contract
30,No,Travel_Rarely,Sales,27,Male,3,2,Sales Executive,4,Divorced,5304,7,No,23,4,1,10,2,8,7,7,Graduation,2013-03-31,,Dept.Head,OFFICE,2,2,No,Job Portal,Contract
39,No,Travel_Rarely,Human Resources,3,Female,4,2,Human Resources,2,Married,6389,9,No,15,3,1,12,3,8,3,6,Graduation,2013-05-17,,Salary,WFH,3,3,No,Recruiter,Contract
45,No,Travel_Rarely,Sales,2,Male,1,2,Sales Representative,3,Single,6632,0,No,13,3,0,9,3,8,3,1,12th,2013-02-23,,Salary,WFH,4,0,No,Walk-in,FullTime
29,No,Travel_Rarely,Research & Development,27,Female,3,2,Healthcare Representative,3,Married,4335,4,No,12,3,1,11,3,8,1,1,PHD,2013-03-31,,Salary,WFH,5,1,No,Job Event,Part Time
40,No,Travel_Frequently,Research & Development,2,Female,4,2,Healthcare Representative,2,Married,4244,1,No,24,4,1,8,2,8,3,7,Post-Graduation,2013-04-27,,Salary,WFH,5,1,Yes,Job Event,Part Time
35,No,Travel_Rarely,Research & Development,7,Male,3,3,Manufacturing Director,3,Single,10221,3,No,21,4,0,17,3,8,1,6,PHD,2013-01-30,,Salary,WFH,1,1,No,Job Event,Part Time
28,No,Travel_Rarely,Sales,2,Female,3,2,Sales Executive,2,Married,4779,1,Yes,20,4,0,8,2,8,7,5,Graduation,2013-02-13,,Salary,OFFICE,0,1,No,Job Portal,Contract
26,Yes,Travel_Frequently,Research & Development,5,Female,2,1,Research Scientist,3,Married,2366,1,Yes,14,3,1,8,2,8,1,7,Graduation,2013-04-16,,Better Opportunity,OFFICE,5,0,Yes,Recruiter,Part Time
44,No,Travel_Rarely,Research & Development,9,Male,3,1,Research Scientist,1,Married,2559,1,Yes,13,3,0,8,0,8,7,1,PHD,2013-04-26,,Work Environment,WFH,3,1,Yes,Recruiter,Part Time
32,No,Travel_Rarely,Research & Development,3,Female,3,2,Manufacturing Director,1,Married,6725,1,No,12,3,1,8,2,8,6,3,Post-Graduation,2013-02-20,,Better Opportunity,WFH,3,0,Yes,Job Event,FullTime
30,No,Travel_Rarely,Sales,8,Male,3,3,Sales Executive,3,Divorced,7264,5,No,11,3,1,10,2,8,7,7,PHD,2013-03-19,,Salary,WFH,5,2,Yes,Recruiter,Part Time
39,No,Travel_Rarely,Sales,2,Male,4,3,Sales Executive,3,Single,7880,0,No,18,3,0,9,3,8,0,7,12th,2013-02-17,,Dept.Head,OFFICE,1,1,Yes,Walk-in,FullTime
46,No,Travel_Rarely,Research & Development,7,Male,3,3,Manufacturing Director,3,Divorced,10845,6,No,13,3,1,13,3,8,0,7,Post-Graduation,2013-04-26,,Work Accident,WFH,2,0,No,Job Event,Contract
30,No,Travel_Rarely,Research & Development,8,Female,4,3,Research Director,1,Married,11416,0,Yes,12,3,3,9,4,8,1,7,Post-Graduation,2013-05-25,,Dept.Head,WFH,2,2,No,Walk-in,Part Time
26,No,Travel_Rarely,Research & Development,2,Male,4,2,Manufacturing Director,4,Married,5472,1,No,12,3,0,8,2,8,1,3,PHD,2013-01-15,,Better Opportunity,WFH,5,0,No,Recruiter,FullTime
55,No,Travel_Frequently,Research & Development,18,Male,3,2,Healthcare Representative,2,Married,6385,3,Yes,14,3,2,17,3,8,6,7,Graduation,2013-03-16,,Better Opportunity,WFH,1,2,No,Job Event,FullTime
32,No,Non-Travel,Research & Development,29,Female,3,1,Laboratory Technician,3,Single,4025,9,No,12,3,0,10,2,8,7,7,PHD,2013-01-21,,Dept.Head,WFH,2,3,No,Job Event,FullTime
50,No,Travel_Rarely,Research & Development,2,Male,3,5,Research Director,3,Married,19237,2,Yes,11,3,1,29,2,8,7,7,PHD,2013-05-12,,Work Accident,OFFICE,4,1,No,Recruiter,FullTime
28,No,Travel_Rarely,Research & Development,10,Female,3,2,Research Scientist,3,Single,3660,3,No,13,3,0,10,4,8,1,7,Post-Graduation,2013-03-05,,Better Opportunity,WFH,0,2,Yes,Recruiter,Part Time
35,Yes,Travel_Rarely,Sales,4,Male,3,3,Sales Executive,1,Single,9582,0,Yes,22,4,0,9,2,8,4,7,Post-Graduation,2013-05-16,,Dept.Head,WFH,5,0,Yes,Job Event,Contract
52,No,Travel_Rarely,Research & Development,7,Male,3,3,Healthcare Representative,2,Single,10445,7,No,19,3,0,18,4,8,4,0,Post-Graduation,2013-03-02,,Salary,OFFICE,0,3,Yes,Walk-in,FullTime
38,No,Travel_Rarely,Sales,10,Male,2,3,Sales Executive,3,Divorced,8740,0,Yes,14,3,2,9,2,8,2,7,Post-Graduation,2013-02-01,,Work Environment,WFH,4,2,No,Job Event,Part Time
43,No,Travel_Frequently,Research & Development,27,Female,3,3,Manufacturing Director,1,Married,10820,8,No,11,3,1,18,1,8,0,1,12th,2013-05-23,,Salary,OFFICE,1,1,Yes,Walk-in,FullTime
35,No,Travel_Rarely,Research & Development,1,Male,2,1,Laboratory Technician,3,Married,2258,6,No,12,3,1,10,2,8,1,7,Post-Graduation,2013-04-20,,Work Accident,WFH,0,3,Yes,Walk-in,Contract
26,No,Travel_Rarely,Research & Development,3,Male,4,1,Laboratory Technician,4,Married,4420,1,No,22,4,1,8,2,8,0,7,PHD,2013-01-15,,Work Environment,OFFICE,0,0,Yes,Recruiter,Contract
32,No,Travel_Frequently,Research & Development,2,Female,3,2,Research Scientist,3,Single,4998,4,Yes,14,3,0,10,2,8,0,7,Post-Graduation,2013-05-09,,Salary,OFFICE,1,3,Yes,Recruiter,Contract
43,No,Travel_Rarely,Research & Development,3,Male,1,5,Research Director,4,Married,19740,3,No,14,3,1,25,2,8,0,7,Post-Graduation,2013-03-10,,Better Opportunity,OFFICE,2,0,Yes,Recruiter,Part Time
26,No,Travel_Rarely,Research & Development,4,Male,3,1,Research Scientist,4,Single,2875,1,Yes,20,4,0,8,2,8,2,2,Graduation,2013-06-15,,Better Opportunity,WFH,0,3,Yes,Recruiter,Contract
30,No,Non-Travel,Research & Development,9,Female,3,2,Manufacturing Director,3,Single,4695,7,Yes,18,3,0,10,3,8,1,7,PHD,2013-05-09,,Work Accident,OFFICE,4,1,No,Job Event,FullTime
52,Yes,Travel_Rarely,Sales,5,Male,3,3,Sales Executive,2,Single,8446,9,Yes,19,3,0,10,2,8,7,7,PHD,2013-02-13,,Salary,OFFICE,4,0,Yes,Job Event,FullTime
39,No,Travel_Rarely,Research & Development,18,Male,3,2,Manufacturing Director,3,Single,4534,0,No,11,3,0,9,6,8,1,7,Graduation,2013-01-03,,Dept.Head,OFFICE,3,0,Yes,Job Event,Contract
34,No,Travel_Rarely,Research & Development,29,Male,3,2,Laboratory Technician,3,Married,5429,4,No,13,3,2,10,1,8,7,7,Graduation,2013-05-01,,Better Opportunity,OFFICE,3,1,No,Recruiter,FullTime
27,Yes,Travel_Rarely,Research & Development,17,Female,3,1,Research Scientist,3,Single,2394,1,Yes,13,3,0,8,2,8,7,7,12th,2013-02-04,,Better Opportunity,WFH,1,0,Yes,Walk-in,Contract
29,Yes,Travel_Frequently,Research & Development,14,Female,3,3,Healthcare Representative,4,Single,7553,0,Yes,12,3,0,9,1,8,7,7,Post-Graduation,2013-01-24,,Work Accident,WFH,1,2,Yes,Walk-in,FullTime
40,No,Non-Travel,Research & Development,9,Male,3,2,Laboratory Technician,3,Divorced,3975,3,No,11,3,2,11,2,8,0,7,PHD,2013-04-07,,Work Accident,OFFICE,4,3,Yes,Walk-in,FullTime
49,No,Travel_Rarely,Research & Development,7,Male,3,3,Healthcare Representative,2,Divorced,10466,3,No,14,3,2,29,3,8,0,7,PHD,2013-03-12,,Work Accident,OFFICE,4,0,Yes,Recruiter,Contract
28,No,Travel_Rarely,Research & Development,29,Male,1,2,Manufacturing Director,2,Married,6549,1,No,14,3,2,8,2,8,1,7,PHD,2013-06-12,,Salary,OFFICE,3,2,Yes,Job Event,FullTime
40,No,Travel_Rarely,Sales,9,Male,3,2,Sales Executive,1,Married,5473,0,No,12,3,0,9,5,8,7,1,Post-Graduation,2013-06-13,,Dept.Head,WFH,4,0,Yes,Job Event,Part Time
48,No,Travel_Rarely,Sales,16,Female,3,2,Sales Executive,3,Divorced,6439,8,No,14,3,1,18,2,8,7,7,PHD,2013-05-25,,Work Environment,OFFICE,5,1,No,Job Portal,Part Time
48,No,Travel_Rarely,Research & Development,15,Female,3,1,Research Scientist,1,Married,2367,8,No,12,3,1,10,3,8,7,6,12th,2013-02-16,,Salary,OFFICE,0,1,Yes,Recruiter,Part Time
34,No,Travel_Frequently,Research & Development,10,Male,2,2,Healthcare Representative,3,Married,5063,1,No,14,3,1,8,3,8,7,7,Post-Graduation,2013-02-03,,Work Accident,OFFICE,5,0,No,Recruiter,FullTime
37,No,Travel_Rarely,Research & Development,10,Female,3,1,Research Scientist,2,Married,3936,1,No,11,3,1,8,2,8,7,7,Post-Graduation,2013-03-30,,Work Environment,WFH,1,1,No,Walk-in,FullTime
49,No,Travel_Rarely,Research & Development,1,Male,3,4,Manager,3,Single,15379,4,No,14,3,0,23,2,8,0,0,PHD,2013-06-12,,Dept.Head,OFFICE,3,0,Yes,Recruiter,Contract
44,No,Travel_Rarely,Research & Development,2,Female,4,3,Healthcare Representative,4,Married,7879,1,Yes,19,3,1,9,2,8,6,7,Graduation,2013-03-25,,Better Opportunity,WFH,3,3,No,Job Event,Part Time
45,No,Non-Travel,Sales,2,Female,3,2,Sales Executive,3,Married,5154,4,No,22,4,2,10,3,8,5,7,Post-Graduation,2013-02-18,,Salary,OFFICE,4,2,Yes,Job Portal,Part Time
46,Yes,Travel_Rarely,Sales,10,Female,3,3,Sales Executive,2,Married,7314,5,No,21,4,3,14,2,8,0,7,Post-Graduation,2013-06-22,,Salary,OFFICE,5,0,Yes,Walk-in,Part Time
27,No,Travel_Rarely,Sales,2,Female,4,2,Sales Executive,3,Single,6500,0,No,14,3,0,9,5,8,0,7,12th,2013-02-23,,Dept.Head,WFH,1,0,Yes,Recruiter,Contract
47,No,Non-Travel,Research & Development,14,Male,3,2,Research Scientist,2,Married,5467,8,No,18,3,1,16,4,8,1,7,Post-Graduation,2013-05-26,,Work Environment,WFH,0,0,No,Job Portal,Part Time
34,No,Travel_Rarely,Sales,13,Male,3,3,Sales Executive,3,Divorced,8628,1,No,18,3,1,9,2,8,1,1,Graduation,2013-06-02,,Work Environment,OFFICE,3,1,Yes,Recruiter,Part Time
38,No,Travel_Frequently,Research & Development,6,Male,2,2,Manufacturing Director,3,Married,5321,2,No,11,3,1,10,1,8,7,7,Post-Graduation,2013-01-15,,Dept.Head,OFFICE,5,0,Yes,Walk-in,FullTime
34,No,Travel_Rarely,Sales,28,Female,2,2,Sales Executive,3,Married,6712,1,No,21,4,2,8,2,8,1,7,Post-Graduation,2013-06-02,,Better Opportunity,WFH,0,2,Yes,Recruiter,Contract
38,No,Travel_Frequently,Research & Development,23,Male,2,3,Manufacturing Director,3,Single,9526,0,No,21,4,0,10,2,9,1,8,Post-Graduation,2012-05-14,,Work Accident,WFH,2,1,No,Job Portal,Contract
29,No,Travel_Rarely,Research & Development,15,Female,2,2,Laboratory Technician,3,Single,4193,0,Yes,12,3,0,10,3,9,0,8,PHD,2012-04-24,,Work Accident,WFH,5,1,Yes,Job Portal,FullTime
42,No,Travel_Rarely,Sales,8,Male,3,2,Sales Executive,2,Married,6825,0,No,11,3,1,10,2,9,4,2,Graduation,2012-02-21,,Work Environment,OFFICE,0,0,No,Job Portal,FullTime
27,No,Travel_Frequently,Sales,8,Male,3,3,Sales Executive,3,Single,8726,1,No,15,3,0,9,0,9,1,7,Post-Graduation,2012-03-10,,Dept.Head,WFH,5,1,No,Recruiter,FullTime
34,No,Non-Travel,Sales,23,Male,3,2,Sales Executive,3,Single,4568,0,No,20,4,0,10,2,9,8,7,12th,2012-06-27,,Dept.Head,WFH,5,3,Yes,Walk-in,Part Time
46,No,Travel_Frequently,Sales,5,Male,3,2,Sales Executive,4,Single,5772,4,Yes,21,4,0,14,4,9,0,8,12th,2012-02-03,,Dept.Head,OFFICE,4,1,Yes,Job Portal,Contract
35,No,Travel_Frequently,Sales,18,Male,3,3,Sales Executive,1,Married,9069,1,No,22,4,1,9,3,9,1,8,Post-Graduation,2012-05-11,,Dept.Head,OFFICE,4,0,No,Job Event,FullTime
32,No,Travel_Rarely,Research & Development,1,Male,3,2,Manufacturing Director,4,Married,6162,1,Yes,22,4,1,9,3,9,7,8,Graduation,2012-06-05,,Work Environment,WFH,0,0,Yes,Job Event,FullTime
46,Yes,Travel_Rarely,Sales,9,Male,2,3,Sales Executive,4,Single,9619,1,No,16,3,0,9,3,9,4,7,Post-Graduation,2012-04-25,,Better Opportunity,WFH,2,3,No,Job Portal,FullTime
34,Yes,Travel_Frequently,Research & Development,7,Male,1,2,Laboratory Technician,3,Single,6074,1,Yes,24,4,0,9,3,9,0,6,Graduation,2012-06-05,,Salary,OFFICE,4,1,Yes,Job Portal,Part Time
36,No,Travel_Frequently,Sales,11,Female,3,3,Sales Executive,4,Married,9738,0,No,14,3,1,10,6,9,2,8,Post-Graduation,2012-02-01,,Work Environment,WFH,2,0,No,Walk-in,Contract
41,No,Travel_Rarely,Sales,9,Male,3,3,Sales Executive,3,Divorced,8189,3,Yes,13,3,1,12,2,9,0,7,Post-Graduation,2012-03-09,,Work Accident,OFFICE,3,1,Yes,Walk-in,Part Time
32,No,Travel_Frequently,Sales,8,Female,3,3,Sales Executive,4,Single,8998,1,No,14,3,0,9,2,9,3,7,Graduation,2012-04-03,,Salary,OFFICE,5,2,Yes,Recruiter,FullTime
41,No,Travel_Rarely,Research & Development,14,Male,3,1,Research Scientist,3,Divorced,2451,4,No,12,3,1,13,2,9,1,8,PHD,2012-05-19,,Dept.Head,WFH,4,3,Yes,Walk-in,Contract
37,No,Travel_Frequently,Sales,4,Male,3,1,Sales Representative,4,Divorced,2793,4,No,17,3,1,13,2,9,5,8,PHD,2012-04-26,,Better Opportunity,OFFICE,2,1,Yes,Recruiter,Contract
33,Yes,Travel_Rarely,Research & Development,2,Female,3,1,Laboratory Technician,1,Married,2707,7,No,20,4,0,13,3,9,1,7,Post-Graduation,2012-02-20,,Work Accident,WFH,0,1,Yes,Recruiter,FullTime
40,No,Travel_Rarely,Research & Development,24,Male,3,2,Research Scientist,4,Divorced,3319,1,No,17,3,2,9,3,9,4,7,Post-Graduation,2012-05-01,,Salary,WFH,2,1,Yes,Job Portal,FullTime
42,No,Travel_Rarely,Research & Development,2,Female,2,1,Laboratory Technician,1,Divorced,2593,0,Yes,11,3,1,10,4,9,7,8,12th,2012-04-04,,Work Environment,OFFICE,4,2,No,Walk-in,Contract
31,No,Travel_Rarely,Research & Development,23,Male,2,2,Healthcare Representative,4,Married,5582,0,No,21,4,1,10,2,9,7,8,Post-Graduation,2012-04-22,,Work Accident,OFFICE,4,1,No,Job Event,FullTime
36,No,Non-Travel,Research & Development,24,Female,3,2,Laboratory Technician,2,Married,5674,7,No,15,3,1,11,3,9,0,8,12th,2012-02-17,,Work Accident,WFH,5,1,Yes,Recruiter,Contract
43,No,Travel_Frequently,Research & Development,10,Female,2,2,Laboratory Technician,3,Divorced,5257,1,No,11,3,1,9,3,9,0,0,Graduation,2012-02-23,,Better Opportunity,OFFICE,3,3,No,Recruiter,FullTime
30,No,Non-Travel,Sales,22,Female,3,3,Sales Executive,1,Married,8412,0,No,11,3,0,10,3,9,7,8,Graduation,2012-04-13,,Work Environment,WFH,4,2,Yes,Recruiter,Part Time
48,No,Travel_Rarely,Sales,2,Female,3,2,Sales Executive,4,Married,4051,2,No,14,3,1,14,2,9,6,7,PHD,2012-02-15,,Work Accident,OFFICE,2,0,Yes,Job Portal,Part Time
